city,region,magnitude,url,place,date,intensity,significance,tsunami,latitude,longitude,depth_km
Otrada,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000xsq,"81 km NE of Otrada, Russia",1978-12-06,6.359,691,0,44.592,146.581,91.0
San Agustin Loxicha,Mexico,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000xp7,"2 km ESE of San Agustín Loxicha, Mexico",1978-11-29,7.709,912,0,16.01,-96.591,18.0
Kirakira,Solomon Islands,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000x9z,"78 km SSE of Kirakira, Solomon Islands",1978-11-05,6.368,776,0,-11.132,162.136,33.0
Kirakira,Solomon Islands,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000x94,"90 km SSE of Kirakira, Solomon Islands",1978-11-04,5.922,732,0,-11.23,162.176,33.0
Kyzyl Eshme,Kyrgyzstan,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000x7g,"38 km SE of Kyzyl-Eshme, Kyrgyzstan",1978-11-01,5.931,711,0,39.349,72.615,40.0
Tabas,Iran,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000wjx,"52 km ESE of Tabas, Iran",1978-09-16,8.985,842,0,33.386,57.434,33.0
Nandayure,Costa Rica,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000w5v,"19 km N of Nandayure, Costa Rica",1978-08-23,7.15,754,0,10.204,-85.222,56.0
Hengchun,Taiwan,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000vpz,"85 km ENE of Hengchun, Taiwan",1978-07-23,6.345,842,0,22.282,121.512,17.0
Hihifo,Tonga,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000v3r,"206 km SE of Hihifo, Tonga",1978-06-17,,754,0,-17.098,-172.264,33.0
Kalawit,Philippines,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000v1t,"23 km NNW of Kalawit, Philippines",1978-06-14,6.936,732,0,8.249,122.403,24.0
Ishinomaki,Japan,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000v0f,"68 km ESE of Ishinomaki, Japan",1978-06-12,7.332,912,0,38.19,142.028,44.0
Volcano Islands,Japan ,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000usb,"Volcano Islands, Japan region",1978-05-26,,711,0,24.274,142.661,33.0
Adak,Alaska,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000uq0,"192 km WSW of Adak, Alaska",1978-05-24,,691,0,51.232,-179.213,25.0
Port Olry,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000uhc,"63 km NNE of Port-Olry, Vanuatu",1978-05-13,5.046,691,0,-14.521,167.319,160.0
Old Harbor,Alaska,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000u1x,"94 km SSE of Old Harbor, Alaska",1978-04-12,,670,0,56.423,-152.691,14.0
Praya,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000u0r,"297 km S of Praya, Indonesia",1978-04-10,,691,0,-11.36,116.685,33.0
Tyup,Kyrgyzstan,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000tn6,"23 km ENE of Tyup, Kyrgyzstan",1978-03-24,6.838,776,0,42.839,78.606,33.0
Kuril sk,Russia,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000tmy,"134 km SE of Kuril’sk, Russia",1978-03-24,5.614,889,0,44.244,148.862,33.0
Kuril sk,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000tm0,"176 km SE of Kuril’sk, Russia",1978-03-23,,711,0,44.343,149.737,33.0
Kuril sk,Russia,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000tjh,"55 km SE of Kuril’sk, Russia",1978-03-23,6.711,865,0,44.932,148.439,33.0
Kuril sk,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000tj3,"142 km SE of Kuril’sk, Russia",1978-03-23,4.246,711,0,44.209,148.971,46.0
Kuril sk,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000thy,"151 km SE of Kuril’sk, Russia",1978-03-22,4.055,670,0,44.14,149.029,33.0
Kuril sk,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000th2,"160 km SSE of Kuril’sk, Russia",1978-03-22,4.096,691,0,44.026,149.002,33.0
Shing ,Japan,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000t8z,"244 km SE of Shing?, Japan",1978-03-07,,732,0,32.005,137.609,439.0
Kermadec Islands,New Zealand,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000sx3,"Kermadec Islands, New Zealand",1978-02-11,,670,0,-30.414,-177.119,33.0
Kermadec Islands,New Zealand,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000swb,"Kermadec Islands, New Zealand",1978-02-09,,798,0,-30.683,-177.358,33.0
It ,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000sge,"23 km SE of It?, Japan",1978-01-14,7.743,670,0,34.809,139.259,14.0
Massawa,Eritrea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000s8t,"144 km NE of Massawa, Eritrea",1977-12-28,5.529,670,0,16.659,40.278,33.0
Volcano Islands,Japan ,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000s5w,"Volcano Islands, Japan region",1977-12-21,,711,0,25.51,143.112,33.0
San Juan,Argentina,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000rp1,"San Juan, Argentina",1977-11-23,9.453,842,0,-31.028,-67.767,13.0
western Xizang,western Xizang,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000rk7,western Xizang,1977-11-18,6.365,650,0,32.693,88.388,33.0
Adak,Alaska,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000rc6,"52 km ESE of Adak, Alaska",1977-11-04,6.4,691,0,51.659,-175.952,33.0
New Zealand,New Zealand,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000r34,north of New Zealand,1977-10-17,,691,0,-27.914,173.084,33.0
Tonga,Tonga,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000qzg,south of Tonga,1977-10-10,,798,0,-25.856,-175.406,33.0
Rat Islands,Alaska,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000qga,"Rat Islands, Aleutian Islands, Alaska",1977-09-04,,670,0,51.144,177.954,8.0
Sola,Vanuatu,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000qfz,"93 km WNW of Sola, Vanuatu",1977-09-04,5.437,650,0,-13.682,166.706,33.0
Likisa,Timor Leste,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000qbn,"58 km N of Likisá, Timor Leste",1977-08-27,5.835,711,0,-8.062,125.3,25.0
the South Sandwich Islands,the South Sandwich Islands,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000qbd,east of the South Sandwich Islands,1977-08-26,,776,0,-59.426,-20.508,33.0
Waingapu,Indonesia,8.3,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem694739,"265 km SW of Waingapu, Indonesia",1977-08-19,5.376,1060,0,-11.164,118.378,25.0
Gizo,Solomon Islands,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000px4,"143 km W of Gizo, Solomon Islands",1977-07-29,5.323,798,0,-8.031,155.538,33.0
Dicabisagan,Philippines,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000pts,"22 km SSW of Dicabisagan, Philippines",1977-07-21,6.316,732,0,16.882,122.361,33.0
Macquarie Island ,Macquarie Island ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ptq,Macquarie Island region,1977-07-21,,691,0,-53.863,158.602,33.0
Tonga ,Tonga ,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000pdx,Tonga region,1977-06-22,4.135,711,0,-22.878,-175.9,65.0
Honiara,Solomon Islands,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000nh4,"103 km SE of Honiara, Solomon Islands",1977-04-21,6.654,865,0,-9.965,160.731,33.0
Honiara,Solomon Islands,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ngh,"105 km ESE of Honiara, Solomon Islands",1977-04-20,6.751,865,0,-9.844,160.822,33.0
Honiara,Solomon Islands,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ngg,"66 km SE of Honiara, Solomon Islands",1977-04-20,6.908,865,0,-9.89,160.348,19.0
Honiara,Solomon Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ngd,"59 km SE of Honiara, Solomon Islands",1977-04-20,6.202,691,0,-9.828,160.323,33.0
Hihifo,Tonga,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000n82,"199 km ESE of Hihifo, Tonga",1977-04-02,3.983,889,0,-16.696,-172.095,33.0
Bandar Abbas,Iran,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000n1c,"48 km NNE of Bandar Abbas, Iran",1977-03-21,8.379,732,0,27.609,56.393,29.0
Dicamay,Philippines,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000myv,"34 km E of Dicamay, Philippines",1977-03-18,6.333,754,0,16.773,122.327,37.0
Spulber,Romania,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000mtc,"2 km N of Spulber, Romania",1977-03-04,7.955,865,0,45.772,26.761,94.0
Attu Station,Alaska,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000mmw,"225 km WNW of Attu Station, Alaska",1977-02-19,,691,0,53.566,170.032,33.0
Angoram,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000m2u,"63 km NE of Angoram, Papua New Guinea",1977-01-06,5.874,670,0,-3.63,144.447,33.0
ino,Canada,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000kv9,"250 km W of Tofino, Canada",1976-12-20,,691,0,48.802,-129.292,10.0
Iquique,Chile,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000kjc,"132 km ESE of Iquique, Chile",1976-11-30,6.006,650,0,-20.52,-68.919,82.0
Do ubayaz t,Turkey,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000kf0,"47 km S of Do?ubayaz?t, Turkey",1976-11-24,8.544,820,0,39.121,44.029,36.0
Gizo,Solomon Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000kcn,"79 km S of Gizo, Solomon Islands",1976-11-18,5.162,650,0,-8.818,156.941,33.0
Hinatuan,Philippines,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000k85,"12 km NNE of Hinatuan, Philippines",1976-11-07,6.462,711,0,8.478,126.375,60.0
Lijiang,China,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000k7d,"115 km NE of Lijiang, China",1976-11-06,6.203,650,0,27.605,101.052,33.0
Mid Indian Ridge,Mid Indian Ridge,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000k5e,Mid-Indian Ridge,1976-11-02,,650,0,-29.349,77.659,33.0
Abepura,Indonesia,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000k3d,"226 km SSW of Abepura, Indonesia",1976-10-29,6.658,776,0,-4.517,139.918,33.0
Kermadec Islands,New Zealand,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000jq7,"Kermadec Islands, New Zealand",1976-09-30,,650,0,-30.239,-177.876,32.0
Jiangyou,China,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000j0p,"94 km NNW of Jiangyou, China",1976-08-23,6.319,691,0,32.492,104.181,33.0
Olutanga,Philippines,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hw4,"12 km ESE of Olutanga, Philippines",1976-08-17,6.551,711,0,7.249,122.939,22.0
Palimbang,Philippines,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hvb,"19 km WNW of Palimbang, Philippines",1976-08-16,7.094,960,0,6.262,124.023,33.0
Jiangyou,China,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hv8,"121 km NNW of Jiangyou, China",1976-08-16,7.072,732,0,32.752,104.157,16.0
Isangel,Vanuatu,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hpm,"118 km S of Isangel, Vanuatu",1976-08-02,5.419,732,0,-20.609,169.274,52.0
Linxi,China,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hk6,"6 km SW of Linxi, China",1976-07-28,7.458,842,0,39.664,118.401,26.0
Penguanzhuang,China,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hjg,"17 km NE of Penguanzhuang, China",1976-07-27,9.657,865,0,39.57,117.978,23.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hdc,"57 km ENE of Kokopo, Papua New Guinea",1976-07-17,6.563,670,0,-4.157,152.755,53.0
Seririt,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000hbg,"6 km WNW of Seririt, Indonesia",1976-07-14,6.672,650,0,-8.17,114.888,40.0
Jaque,Panama,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000h9g,"12 km SSE of Jaqué, Panama",1976-07-11,7.928,754,0,7.409,-78.127,3.0
Jaque,Panama,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000h98,"39 km WSW of Jaqué, Panama",1976-07-11,5.753,691,0,7.337,-78.47,22.0
Sarangani,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000h24,"239 km SE of Sarangani, Philippines",1976-06-26,5.986,650,0,3.665,126.75,33.0
Kiunga,Papua New Guinea,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000h1p,"214 km NW of Kiunga, Papua New Guinea",1976-06-25,6.562,776,0,-4.603,140.091,33.0
Meulaboh,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gzb,"85 km SSE of Meulaboh, Indonesia",1976-06-20,5.981,754,0,3.397,96.318,33.0
Bhamo,Myanmar,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gm8,"152 km ENE of Bhamo, Myanmar",1976-05-29,7.474,754,0,24.531,98.71,10.0
Dali,China,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gm6,"169 km SW of Dali, China",1976-05-29,7.564,732,0,24.57,98.953,8.0
Gazli,Uzbekistan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gcj,"27 km N of Gazli, Uzbekistan",1976-05-17,8.608,754,0,40.381,63.472,10.0
Mazamari,Peru,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000gc6,"34 km S of Mazamari, Peru",1976-05-15,6.793,670,0,-11.637,-74.478,33.0
western Indian Antarctic Ridge,western Indian Antarctic Ridge,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000g9k,western Indian-Antarctic Ridge,1976-05-11,,670,0,-51.603,139.683,33.0
Prato,Italy,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000g5v,"3 km SW of Prato, Italy",1976-05-06,9.371,650,0,46.356,13.275,9.0
Kermadec Islands,New Zealand,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000g59,"Kermadec Islands, New Zealand",1976-05-05,,711,0,-29.934,-177.837,35.0
Te Anau,New Zealand,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000g52,"86 km N of Te Anau, New Zealand",1976-05-04,6.569,670,0,-44.642,167.573,19.0
Esmeraldas,Ecuador,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ftt,"25 km SW of Esmeraldas, Ecuador",1976-04-09,7.477,691,0,0.782,-79.804,9.0
Gazli,Uzbekistan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ft0,"33 km NE of Gazli, Uzbekistan",1976-04-08,7.03,754,0,40.311,63.773,33.0
Central America,Central America,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000fpg,off the coast of Central America,1976-03-29,,650,0,3.929,-85.88,33.0
Kermadec Islands,New Zealand,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000fk9,"Kermadec Islands, New Zealand",1976-03-24,,711,0,-29.887,-177.873,33.0
Los Amates,Guatemala,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ex3,"7 km N of Los Amates, Guatemala",1976-02-04,8.919,865,0,15.324,-89.101,5.0
Kuril sk,Russia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ekj,"104 km ESE of Kuril’sk, Russia",1976-01-21,5.837,754,0,44.915,149.123,41.0
Kermadec Islands ,Kermadec Islands ,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000ee7,Kermadec Islands region,1976-01-14,7.114,985,0,-28.427,-177.657,33.0
Ushuaia,Argentina,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000e4x,"218 km S of Ushuaia, Argentina",1975-12-29,,650,0,-56.772,-68.478,14.0
Hihifo,Tonga,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000e2t,"146 km ESE of Hihifo, Tonga",1975-12-26,4.251,936,0,-16.264,-172.467,33.0
Ambunti,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000e2c,"87 km W of Ambunti, Papua New Guinea",1975-12-25,5.141,670,0,-4.084,142.04,115.0
Leilani Estates,Hawaii,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/hv19755025,"17 km SSW of Leilani Estates, Hawaii",1975-11-29,8.462,912,0,19.333,-155.0015,8.636
Alugan,Philippines,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000dc1,"66 km ENE of Alugan, Philippines",1975-10-31,5.547,798,0,12.54,125.993,50.0
Novaya Zemlya,Russia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d7g,"Novaya Zemlya, Russia",1975-10-21,,650,0,73.351,55.078,0.0
Alo,Wallis and Futuna,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d78,"227 km SSE of Alo, Wallis and Futuna",1975-10-20,,650,0,-16.256,-177.43,33.0
Novaya Zemlya,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d69,"Novaya Zemlya, Russia",1975-10-18,,691,0,70.843,53.69,0.0
Tonga,Tonga,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d42,south of Tonga,1975-10-11,,936,0,-24.894,-175.119,9.0
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d2v,central Mid-Atlantic Ridge,1975-10-07,,691,0,0.898,-26.772,33.0
Sola,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d2p,"188 km NW of Sola, Vanuatu",1975-10-06,6.044,754,0,-12.519,166.499,54.0
Kot Malik Barkhurdar,Pakistan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d18,"64 km W of Kot Malik Barkhurdar, Pakistan",1975-10-03,7.471,691,0,30.251,66.315,11.0
Bengkulu,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000d0m,"119 km S of Bengkulu, Indonesia",1975-10-01,6.005,754,0,-4.882,102.198,33.0
Pangai,Tonga,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cx8,"88 km SSE of Pangai, Tonga",1975-09-24,,650,0,-20.535,-173.994,33.0
Lice,Turkey,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cqe,"7 km ENE of Lice, Turkey",1975-09-06,8.226,691,0,38.474,40.723,26.0
Komandorskiye Ostrova,Russia ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000cfw,"Komandorskiye Ostrova, Russia region",1975-08-15,,670,0,54.877,167.845,4.0
Panguna,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c3d,"50 km SSW of Panguna, Papua New Guinea",1975-07-21,6.096,711,0,-6.736,155.312,47.0
Panguna,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c35,"96 km WSW of Panguna, Papua New Guinea",1975-07-20,5.451,691,0,-6.58,154.651,50.0
Panguna,Papua New Guinea,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c2s,"94 km SSW of Panguna, Papua New Guinea",1975-07-20,6.693,912,0,-7.104,155.152,44.0
Panguna,Papua New Guinea,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c24,"56 km WSW of Panguna, Papua New Guinea",1975-07-20,6.75,960,0,-6.59,155.054,49.0
Mid Indian Ridge,Mid Indian Ridge,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000c07,Mid-Indian Ridge,1975-07-14,,650,0,-40.446,78.443,33.0
Pakokku,Myanmar,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bxy,"43 km WNW of Pakokku, Myanmar",1975-07-08,4.605,650,0,21.485,94.7,157.0
La Libertad,Mexico,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bxv,"80 km SW of La Libertad, Mexico",1975-07-08,6.228,650,0,29.459,-113.346,33.0
Lorengau,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bm9,"127 km SSE of Lorengau, Papua New Guinea",1975-06-16,,650,0,-3.043,147.821,33.0
Shikotan,Russia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000bdp,"118 km SE of Shikotan, Russia",1975-06-10,4.759,754,0,43.024,147.734,15.0
Azores Cape St  Vincent Ridge,Azores Cape St  Vincent Ridge,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000b6e,Azores-Cape St. Vincent Ridge,1975-05-26,4.367,960,0,35.997,-17.649,33.0
Canete,Chile,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000az9,"44 km SSE of Cañete, Chile",1975-05-10,7.355,912,0,-38.183,-73.232,6.0
Olonkinbyen,Svalbard and Jan Mayen,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000amw,"90 km NW of Olonkinbyen, Svalbard and Jan Mayen",1975-04-16,,650,0,71.516,-10.427,13.0
Gokceada,Turkey,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000acv,"31 km NE of Gökçeada, Turkey",1975-03-27,7.365,691,0,40.418,26.139,5.0
Hualien City,Taiwan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000abg,"184 km SE of Hualien City, Taiwan",1975-03-23,,670,0,22.735,122.802,21.0
Coquimbo,Chile,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000a7a,"1 km N of Coquimbo, Chile",1975-03-13,6.95,732,0,-29.941,-71.337,4.0
Ambon,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000a44,"265 km WNW of Ambon, Indonesia",1975-03-05,6.217,670,0,-2.444,126.145,33.0
Adak,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009zr,"200 km WSW of Adak, Alaska",1975-02-22,,650,0,51.377,-179.419,48.0
Dashiqiao,China,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009ss,"6 km E of Dashiqiao, China",1975-02-04,9.573,754,0,40.641,122.58,33.0
Attu Station,Alaska,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009ry,"36 km NE of Attu Station, Alaska",1975-02-02,6.319,889,0,53.113,173.497,10.0
Jurado,Colombia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009nh,"12 km N of Juradó, Colombia",1975-01-25,6.234,650,0,7.218,-77.773,36.0
Man li,India,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009jd,"120 km E of Man?li, India",1975-01-19,7.629,711,0,32.455,78.43,33.0
Amahai,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00009gz,"214 km SSE of Amahai, Indonesia",1975-01-14,5.466,650,0,-4.956,129.992,33.0
Padang,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000097s,"209 km SW of Padang, Indonesia",1974-12-24,5.442,711,0,-2.308,99.043,33.0
Sibolga,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008zv,"181 km SW of Sibolga, Indonesia",1974-12-04,6.55,732,0,0.393,97.843,20.0
Amahai,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008zj,"208 km SSE of Amahai, Indonesia",1974-12-03,5.293,650,0,-5.012,129.779,33.0
Port Olry,Vanuatu,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008uv,"7 km ENE of Port-Olry, Vanuatu",1974-11-20,6.627,732,0,-15.023,167.139,33.0
Callao,Peru,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008qy,"87 km SW of Callao, Peru",1974-11-09,5.721,798,0,-12.5,-77.786,6.0
Novaya Zemlya,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008n6,"Novaya Zemlya, Russia",1974-11-02,,691,0,70.817,54.063,0.0
Banda Sea,Banda Sea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008kr,Banda Sea,1974-10-29,,650,0,-6.88,129.463,117.0
Panguna,Papua New Guinea,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008hm,"282 km SW of Panguna, Papua New Guinea",1974-10-23,5.169,798,0,-8.42,154.034,48.0
Reykjanes Ridge,Reykjanes Ridge,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008eb,Reykjanes Ridge,1974-10-16,,732,0,52.636,-32.07,33.0
Saint John s,Antigua and Barbuda,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00008aq,"25 km NW of Saint John’s, Antigua and Barbuda",1974-10-08,6.7,865,0,17.3,-62.0,47.0
Callao,Peru,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000888,"77 km WSW of Callao, Peru",1974-10-03,7.216,889,0,-12.265,-77.795,13.0
Shikotan,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000862,"69 km S of Shikotan, Russia",1974-09-27,5.407,691,0,43.176,146.651,43.0
Kroya,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007yp,"260 km SSW of Kroya, Indonesia",1974-09-07,,650,0,-9.815,108.356,33.0
Carahue,Chile,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007nz,"37 km NW of Carahue, Chile",1974-08-18,6.966,776,0,-38.453,-73.431,36.0
Kyzyl Eshme,Kyrgyzstan,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007j0,"134 km E of Kyzyl-Eshme, Kyrgyzstan",1974-08-11,6.761,820,0,39.457,73.83,9.0
Jurm,Afghanistan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00007cw,"57 km S of Jurm, Afghanistan",1974-07-30,4.034,650,0,36.353,70.763,211.0
Boca de Cupe,Panama,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000072y,"33 km SSW of Boca de Cupé, Panama",1974-07-13,8.315,820,0,7.747,-77.688,12.0
Altai,Mongolia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000708,"220 km SW of Altai, Mongolia",1974-07-04,6.574,691,0,45.136,94.034,33.0
Kermadec Islands ,Kermadec Islands ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000700,Kermadec Islands region,1974-07-03,,670,0,-29.122,-176.11,33.0
